SRR15024168	SRR15024173	SRR15024174	SRR15024175	SRR15024177	SRR15024178	SRR15024182	SRR15024183	SRR15024186	SRR15024188
ENSMMUG00000000143	5.33935875449659	5.21623416214173	5.80034810123981	5.26885016735575	5.80391229619787	5.35891211728001	5.31397418549116	5.67678021952293	5.64719517551978	5.31689606928425
ENSMMUG00000000144	5.0708883251053	5.10804629308698	5.44791023092823	5.0900408485996	5.21289507867943	5.18159943395743	5.05170149280103	5.05221247797544	5.38157209681604	5.12945934047629
ENSMMUG00000000145	1.73499834294176	1.06389110192993	1.93831693675241	1.42289889329731	1.52434037211342	1.55044261071705	1.35668675518793	1.38986024787049	2.07791113358724	1.23363317166309
ENSMMUG00000000149	7.48844025535922	7.63080099006787	7.51690014038982	7.60511224241893	7.45246415977731	7.57745455844976	7.4082182069125	7.48775707797816	7.59644886737735	7.69731534128235
ENSMMUG00000000151	1.15084592222364	0.944075423792771	1.28274458484836	1.02665404133299	1.58488204155985	1.46578069634142	0.913428530453288	1.02258256679269	0.975901442734461	1.15898266114696
ENSMMUG00000000152	5.36135530352447	5.19494092730275	5.41634200714518	5.23377696442804	5.13710925900472	5.34035508092235	5.20310653911111	4.96148969113533	5.21823695887178	5.21662107405735
ENSMMUG00000000153	3.99979436611378	3.64844619306407	3.87358007135907	4.18551275511001	3.66963676110624	3.90593394899261	3.61963592216643	4.02388429331092	3.80531147875609	3.68472086154186
ENSMMUG00000000156	7.02067135247373	7.26145312635759	7.09277598319038	6.87266221065964	7.22413566075356	7.24807965862682	7.00339736601407	7.1265751534388	7.14849748591832	6.97415445909247
ENSMMUG00000000158	4.25090645104302	3.94992555703502	4.41851746640224	3.85628895243465	3.868874579469	3.95841806370803	4.14790445148994	3.94401463519317	3.50805605462235	3.66404802115162
ENSMMUG00000000163	1.94805780361286	1.19745093923247	1.8002008292225	2.18607430476807	2.12585662336005	1.91701516487464	1.86225226911671	1.42749125702219	1.90564348246381	2.03728131976316
ENSMMUG00000000164	7.65859284449513	7.84391530101656	7.6024211710656	7.36983500871214	7.48262306745723	7.34501323513567	7.66361152265328	7.68742928419522	7.72499693911904	7.68778138397366
ENSMMUG00000000165	7.03331183588573	7.06732740418925	6.76086350624316	6.88414775480433	7.15859304479272	7.55279312452006	7.04093456263354	6.81458877876023	7.07782524433838	7.12857331099396
ENSMMUG00000000166	7.31132842912484	7.68466791393714	7.40665038834943	7.58455677589885	7.42836842412454	7.46887226071083	7.3188639072926	7.26608771513521	7.06622230836159	7.2838995459895
ENSMMUG00000000167	5.70735245867902	5.95356039718963	5.89637307014705	6.46554733366562	5.61243378630714	5.71795886713032	5.18808284085242	5.70174846432185	5.58113942839322	5.90924715927145
ENSMMUG00000000168	6.63313266561649	6.93484178770306	6.98252670077541	6.71562502419403	7.11010566394354	6.98383680129641	7.15540424319607	7.51615937082573	6.98179728730662	6.68689676043781
ENSMMUG00000000169	6.79647617632151	6.9050122435747	6.87799904157146	6.81194703503514	6.8937559672563	6.89696236023794	6.87050365544756	6.70144798924698	6.89434082263366	7.00192632688963
ENSMMUG00000000171	6.64545657283057	6.7822888818411	6.60765304369754	7.06142746939771	6.64597515811909	6.87828274119187	6.45064627627793	6.57516042595388	6.59564398003526	6.85301768377274
ENSMMUG00000000172	3.55352069667862	3.44622487961039	3.02819918789807	3.36723372772171	3.13431856735918	3.37635498625153	3.26263166002897	3.63591725339961	3.02031000378923	3.55861001976042
ENSMMUG00000000173	5.23356716452649	4.92573521887989	4.95908784468467	5.29307808991014	4.95045944443456	5.2117454786181	4.77917056630555	4.94954225845146	4.97843193753461	5.31437658768887
ENSMMUG00000000180	3.45921207001191	3.26776059873346	3.33870470263302	2.9207727113915	4.13789603987319	3.18735011089461	3.37742471579133	3.44327490492721	2.98143424250894	3.79056558711815
ENSMMUG00000000181	4.12239655063656	4.09015517500285	4.45042679240878	3.46658094418543	3.99522862225261	3.69684425920552	4.11210275588471	3.5932342464345	4.18104047437519	4.73350802330583
ENSMMUG00000000182	4.1239555808691	4.48346090929362	4.5844701567724	4.02015660303695	4.4902319798141	4.2678656853247	4.34821270717678	4.57442172971773	4.24477804453297	4.37781457381483
ENSMMUG00000000183	5.93646947769927	5.51791901100679	6.05703545277224	5.78276047882097	5.89867907928162	5.80369462163405	5.78060124659245	5.72008639129184	5.8209750222446	5.89495326528608
ENSMMUG00000000184	4.25309940838308	4.22602294297345	4.15273355651377	4.19998221212219	3.91716458360613	4.18192095666878	3.91100147863852	4.17746459193026	4.04541834331081	4.23822426106831
