NAME	TITLE	SCORE	
MAT2B		1.1483932	
SNX1		1.1469915	
SIK3		1.146754	
CAND1		1.1462363	
ERMP1		1.1457618	
KIF21A		1.1456211	
KIF1A		1.1455492	
USP11		1.1450889	
SLC5A11		1.1450763	
PRKACB		1.1449631	
MXRA5		1.1449351	
ANK2		1.1442381	
EFNA3		1.1434884	
METTL4		1.1419365	
EGF		1.1411345	
BROX		1.1410336	
THTPA		1.1399356	
MYCBP2		1.1397028	
NT5E		1.1391433	
ADAMTS8		1.139029	
ZDHHC16		1.1363765	
RFTN1		1.1356393	
TMEM25		1.135213	
CPNE5		1.1348324	
NSF		1.1346209	
AP2M1		1.1346047	
NCKAP5		1.132758	
DDX42		1.1321055	
C5orf63		1.1312741	
ST3GAL3		1.1309617	
TMEM59		1.1309531	
CHCHD2		1.1306329	
PPM1H		1.1305751	
GTF2A2		1.130571	
P2RY2		1.1304926	
KIAA0408		1.1297821	
AKAP7		1.1296363	
CCDC50		1.1292797	
ALDH1B1		1.1275322	
RNF150		1.127215	
RBPJ		1.1271969	
DLAT		1.1266963	
TLCD1		1.1263595	
SKAP2		1.1256654	
RAB9B		1.1255196	
BHLHE22		1.1254178	
PCM1		1.1249508	
PTPN9		1.1238526	
LDOC1		1.1234463	
EIF2AK4		1.1230826	
RRM1		1.1227676	
NCKIPSD		1.1215616	
TLN2		1.1214535	
MTA3		1.1209537	
HDAC11		1.1204615	
FAM131B		1.1204104	
TXNRD1		1.1191424	
ST3GAL2		1.1190959	
C2orf49		1.1188422	
CBR1		1.1181445	
ADAT1		1.118137	
PRDM2		1.1179081	
EIF4E		1.1157515	
WNK2		1.115343	
IQGAP3		1.1144392	
SMARCA4		1.1137017	
DDX24		1.1136085	
EPC2		1.113481	
DDX28		1.1130958	
ZNF12		1.1125888	
LITAF		1.1120596	
SUSD4		1.1115608	
ALDOC		1.1106355	
DNAJC30		1.1104729	
CXCR4		1.1081066	
EAF1		1.1079438	
DHCR24		1.1077081	
BRWD1		1.107501	
PDE4D		1.1068915	
SNAP25		1.1065512	
NMRK1		1.1062981	
SNTB1		1.1062475	
LMLN		1.1060601	
SMTNL1		1.1054906	
ECHDC1		1.1054403	
FBXO21		1.1051489	
TRMT61A		1.1041738	
SIRPA		1.1037866	
ADORA1		1.1034185	
SMCR8		1.1031336	
ROS1		1.1026758	
TMX3		1.1017629	
FAM78B		1.1016746	
GTF3C1		1.1004918	
CAPRIN1		1.09989	
POPDC3		1.0993907	
ANKS1B		1.097944	
RAB30		1.0976294	
NBR1		1.0975909	
GPD2		1.0972109	
ARHGEF6		1.0970691	
NEK1		1.0970566	
BET1L		1.0968775	
FBXW11		1.0968479	
NOC3L		1.0961789	
SLITRK5		1.0961252	
AKAP6		1.096053	
ARMC5		1.0956999	
GPRC5C		1.0953044	
SH3BGRL		1.0949653	
HBS1L		1.094266	
SLC4A4		1.0936153	
ADCK5		1.0934285	
CBL		1.0933667	
OPN3		1.0929703	
SLC38A9		1.0924321	
RFTN2		1.0917784	
PPP3CB		1.091536	
YIPF5		1.091506	
CPNE3		1.090947	
STARD3NL		1.0894941	
ASB8		1.0885682	
PEF1		1.0869501	
DNAJC7		1.0850673	
COG1		1.0845381	
NDST1		1.0843163	
PAIP2		1.0832906	
PDS5B		1.0830446	
URI1		1.0829079	
LRRC23		1.082548	
FRMPD4		1.0819122	
P2RX6		1.0818343	
XPC		1.0817691	
TPI1		1.0801126	
LRFN3		1.0791932	
AIF1L		1.0791656	
SLC4A5		1.0788318	
RPS6KA5		1.0786394	
ACADS		1.0784954	
ITFG1		1.0780271	
N4BP2		1.0776786	
TGFBI		1.0776073	
TMTC2		1.0774666	
RHOB		1.0772537	
EPHA4		1.0762988	
CYFIP2		1.0758518	
SOD2		1.0742671	
AKAP5		1.0741043	
XRCC6		1.0739294	
TERF2IP		1.0739157	
TMEM127		1.0736028	
DDB1		1.073321	
SURF6		1.0733052	
EID1		1.0725708	
KLHL11		1.0719475	
DYNLT3		1.0717292	
GPR161		1.0705608	
NECAP1		1.0703865	
AGGF1		1.0679375	
FBXO33		1.0672439	
PRMT5		1.0667803	
CCDC92		1.0666562	
YIPF3		1.0660174	
CDYL		1.0659565	
GLT8D2		1.0655018	
PNKD		1.0650474	
KBTBD4		1.064829	
PDRG1		1.0646389	
JPH1		1.0639892	
HNRNPH2		1.0638918	
HINT3		1.0637352	
RUNDC1		1.063152	
MAPK8IP1		1.0627548	
LSM14B		1.062706	
NRG3		1.0626968	
PTBP2		1.0626879	
HCCS		1.062587	
NDUFAF4		1.0607331	
SPAG6		1.0603372	
EPM2A		1.0599263	
UAP1		1.0599064	
TAGLN3		1.0589392	
SLC16A8		1.0589361	
SIAE		1.0585324	
RBBP9		1.0564641	
NEIL2		1.0554386	
ATP2B1		1.0550904	
GUCY2C		1.05498	
APOLD1		1.054754	
RAN		1.0543848	
COPS4		1.0540998	
SSR1		1.0540549	
ABHD8		1.0538795	
CEP19		1.0529852	
CCDC136		1.0528558	
ANTXR2		1.0527425	
TMEM115		1.0523804	
CRY2		1.0517572	
CXorf38		1.0495259	
ATP6V0A1		1.0490696	
IAH1		1.0488018	
TSPAN5		1.0486035	
PAFAH1B2		1.0479189	
CTSB		1.0476332	
TAPBPL		1.0473671	
ZSCAN20		1.0471505	
CLDN1		1.0467954	
PLCB1		1.0461675	
FKBP14		1.0457103	
SDAD1		1.0456847	
FAM169A		1.0456824	
TUSC1		1.0439894	
ETNK2		1.0438594	
GPR75		1.0421388	
MAP6		1.0414104	
ADRA1B		1.0413349	
CLSTN3		1.0408543	
MAGEH1		1.0390112	
GP5		1.0384241	
NEFL		1.0383471	
JPH2		1.0381768	
STS		1.0376514	
SMARCA5		1.0370051	
ATP6V1A		1.0368248	
CAMK2D		1.0367339	
RAI2		1.0364797	
GTF2E2		1.036339	
MDFI		1.0357935	
SMN2		1.0350531	
NAGLU		1.0336202	
ARMCX4		1.0329365	
MAPK10		1.0328004	
CDH6		1.0325974	
ZWILCH		1.0318828	
RGL1		1.0310726	
CCDC73		1.0308383	
CHST12		1.0297185	
ANKRD28		1.0296142	
NRXN1		1.028863	
IFIT1		1.0283293	
CD48		1.0280647	
PDE1C		1.027301	
CLASP1		1.0269517	
TBCCD1		1.0267595	
P2RY1		1.0267154	
WFS1		1.0266708	
STARD7		1.0264126	
LPCAT2		1.0262125	
DGUOK		1.025542	
PTGES2		1.0254642	
BAZ1B		1.0249704	
ME3		1.0238712	
EHD3		1.0238218	
RAB3C		1.0234722	
PEX26		1.0234326	
LAMA3		1.0229225	
C1QL3		1.0223508	
TMEM168		1.0221916	
ZNF572		1.0218748	
CBX5		1.0218328	
RAB6B		1.0217952	
SLC6A17		1.0215541	
BNIP3L		1.0214494	
PTK2B		1.0206071	
ATP9A		1.0201117	
GTF2A1		1.0200937	
MTRR		1.0194651	
DUSP22		1.0193709	
IGSF21		1.0180603	
GRSF1		1.0179323	
EEA1		1.0179083	
RNF11		1.0178566	
HK1		1.0166173	
TRAF6		1.015717	
PHACTR2		1.0153298	
KCNA3		1.0151072	
PKIA		1.0150983	
CALCR		1.0144173	
TYRO3		1.0138717	
TMEM183A		1.0136311	
DHX57		1.011192	
PTEN		1.0105164	
RIC3		1.0098292	
SEMA4C		1.0098178	
DLGAP1		1.0093133	
C8orf82		1.0092924	
ST3GAL6		1.0090824	
GPRC5D		1.0085421	
HMOX2		1.0078166	
ANKRD31		1.007696	
CTNNB1		1.0073256	
RLIM		1.0069551	
PHAX		1.0067352	
ANK3		1.0063674	
PTPDC1		1.0056924	
ZKSCAN1		1.0056808	
MRPL39		1.0056192	
CSNK1E		1.0056046	
PTGS2		1.0052668	
TRIM68		1.0051893	
PRICKLE1		1.0050268	
OGFRL1		1.004071	
TUBA4A		1.0040684	
ST6GAL2		1.003991	
ANGPTL2		1.0038594	
ZDHHC9		1.0032246	
CHST7		1.0030663	
MEGF9		1.002604	
PRPF31		1.0025558	
CCDC106		1.0019128	
PCMT1		1.001904	
KCNN2		1.001755	
GPR180		1.0011587	
PRPF8		1.0011187	
ZNF777		1.0010265	
PTGFRN		1.0003297	
KALRN		0.999566	
UST		0.9988978	
MFHAS1		0.99889237	
IRAK4		0.99872035	
STK17A		0.9985432	
NDUFS4		0.99829406	
EPHA6		0.99828875	
RBM27		0.9978347	
CEP70		0.99744594	
RTL8C		0.99743813	
HNRNPUL2		0.996982	
BBS7		0.99584204	
COL19A1		0.99567443	
TMEM30A		0.99550396	
GUCA1B		0.99528384	
DUSP10		0.9950296	
L3MBTL2		0.99500406	
SMU1		0.99478334	
FEZ1		0.99436164	
BCHE		0.99410737	
HECTD1		0.9938554	
SCAND3		0.9935033	
PDSS2		0.9929712	
ALCAM		0.99296826	
MYO1D		0.9926349	
DLK2		0.9923623	
AURKA		0.99189717	
INO80D		0.99189126	
HEPH		0.99143827	
CAMKK1		0.99117124	
GPR12		0.9903043	
MAN1C1		0.9900278	
BAG4		0.99001837	
LYPLA1		0.98749274	
WDFY3		0.9872086	
AKAP9		0.9870725	
PIAS2		0.9862568	
MAP1LC3B		0.98574656	
DUSP19		0.9852388	
CHCHD7		0.9849535	
RAPGEF2		0.9845446	
SLC12A1		0.9833613	
EPB41L1		0.9829033	
TMEFF2		0.9824136	
PRKAA2		0.98218554	
TSPAN3		0.9821182	
CD38		0.9820396	
PPP2R1A		0.9819926	
MRPL9		0.981317	
IFIT3		0.9810894	
PRKAR2B		0.9809224	
MYO9A		0.980871	
SLU7		0.9807631	
KBTBD12		0.98015255	
PROX1		0.97945243	
BTBD1		0.97882396	
ADPRH		0.9787003	
RSPO2		0.9785761	
POLD3		0.97728306	
IGDCC4		0.9770905	
RAB11FIP4		0.9738371	
CREBRF		0.97340417	
TMEM196		0.9733776	
FRAT2		0.9717856	
ATP1A3		0.9715696	
SEMA3C		0.97152793	
PIPOX		0.97130454	
PITHD1		0.97040653	
FBXO3		0.97009647	
KCNMB2		0.96977943	
SEC22C		0.96956384	
XPR1		0.9694147	
VSTM2A		0.96888316	
PHF3		0.9687701	
NAPB		0.9683656	
TMEM59L		0.96794057	
ZBTB42		0.96782154	
HCRT		0.9664651	
SYNE1		0.9663974	
SLC25A39		0.966019	
OTUD7A		0.96531534	
TRPM1		0.9651438	
FEM1B		0.9646916	
UNC119B		0.96462435	
TM7SF3		0.9642819	
SVOP		0.96408886	
RGS7		0.96367747	
RNASE10		0.9628482	
CNTN4		0.9626871	
LRRC4		0.9625469	
ST8SIA1		0.96172434	
ZSCAN16		0.9614952	
KLHL2		0.9612833	
PIP4K2C		0.96095544	
RSL24D1		0.9609241	
TMOD2		0.9606793	
SPATA13		0.9600437	
TMEM187		0.9588067	
TAF4B		0.9585815	
QRSL1		0.95848566	
WWP2		0.957058	
TBC1D7		0.9563655	
HS6ST2		0.9557711	
NELL2		0.955599	
RABEP1		0.9551739	
SUV39H2		0.9545368	
ZNF674		0.9540609	
SUMO3		0.9540302	
PAQR4		0.9537977	
NFIC		0.9534572	
ZNF407		0.953407	
MAP1S		0.95315385	
MED16		0.953014	
CANX		0.95300037	
SYT12		0.9518939	
TERF2		0.95179	
KCNK1		0.9512415	
ST8SIA5		0.9502214	
ASB16		0.9495021	
PLCL1		0.9486929	
UBE2M		0.9486899	
ST13		0.9483315	
HACL2		0.947845	
TMEM81		0.9466784	
SNX17		0.94635266	
MED19		0.9461917	
SVIP		0.94534135	
ANKRD33B		0.9449994	
SCML4		0.9445748	
DDHD2		0.9445689	
TFEB		0.9444565	
DNAJC11		0.94430196	
STAT1		0.9439524	
PPP2CB		0.9435378	
BAHD1		0.9430719	
MACROD1		0.9422641	
PSKH1		0.9414205	
EFHC1		0.9411997	
ADRA1D		0.9403225	
IDH3A		0.9398591	
TSR3		0.9397359	
RALYL		0.93971366	
SHROOM2		0.9396612	
OSTM1		0.9394158	
MPPE1		0.93927926	
SLMAP		0.93868876	
WARS2		0.93849015	
DNAH7		0.9382791	
KCNJ10		0.93684804	
EVI5L		0.9357692	
KIAA0513		0.9354551	
YWHAG		0.9354082	
DUS1L		0.9348834	
FBXO30		0.9346201	
AGPS		0.93457454	
ZMIZ1		0.93407065	
FSTL5		0.9331769	
STIP1		0.9326733	
GPRASP2		0.9317368	
CD99L2		0.931651	
ZNF597		0.93070805	
ABCD3		0.9303496	
SH3GL2		0.9293014	
NDUFS1		0.929227	
PCDHB5		0.928942	
HTATSF1		0.92838335	
CLTC		0.9282734	
ZNRF1		0.92780006	
KCNK12		0.92745274	
AFTPH		0.9271332	
GOT2		0.92706186	
TCEAL7		0.92674905	
STX7		0.92665255	
FAF2		0.92578804	
KCTD12		0.92576134	
TRIM14		0.9249048	
GSTCD		0.9246724	
TTC24		0.9246369	
MED14		0.9246094	
COPS7B		0.9243981	
CCR1		0.92407966	
TOMM40L		0.9235385	
PLCL2		0.92323965	
FBXO15		0.9230638	
DNLZ		0.92246294	
CAMK2G		0.92225033	
ZMAT2		0.9220237	
RAB3IP		0.9219793	
ATP6V1G2		0.9216655	
GAL3ST3		0.92118657	
PCMTD1		0.92115223	
PIK3C3		0.92089677	
EHBP1		0.9208407	
AFF1		0.9207524	
SPATA2		0.9200154	
ISLR		0.91967547	
NAP1L3		0.91965896	
PNMA3		0.9195279	
MSL1		0.919465	
DENND5A		0.91929144	
ZBTB22		0.91910076	
KLHL9		0.91842395	
MLC1		0.9172798	
KHDC1		0.91581595	
SLC4A1AP		0.91544163	
ZKSCAN2		0.9151159	
NIF3L1		0.91485167	
TACR2		0.91469836	
LSM8		0.91395456	
SLC61A1		0.9135072	
CIB2		0.9132494	
PITPNM1		0.91318375	
NKIRAS1		0.91226596	
SNAPC5		0.91202617	
ARHGEF37		0.91182196	
RNF187		0.9109531	
NAB1		0.91090256	
PCCB		0.90978926	
WNT7A		0.9097186	
PFKM		0.9090949	
PDZD9		0.90796524	
VPS41		0.90783906	
POLR3B		0.90748376	
CDCA7L		0.9063449	
ANKRD46		0.9062595	
AVP		0.9043198	
YLPM1		0.9040111	
ARSK		0.9039434	
ZNF215		0.9037856	
ATRN		0.9036103	
TMEM63A		0.9026147	
SETBP1		0.90218914	
FAM89B		0.9007374	
PHYHIPL		0.8995345	
HRH2		0.8994276	
NOP9		0.8986838	
REPIN1		0.8985791	
FASN		0.89816767	
N4BP1		0.8980286	
AP4E1		0.8972256	
DIS3L		0.89660454	
COPA		0.8964185	
TMED7-TICAM2		0.89587414	
PSPC1		0.89569974	
COX8A		0.89568377	
TNPO3		0.89567214	
PPIL6		0.89551824	
WBP11		0.89519125	
TMEM33		0.8944131	
CACNA1C		0.8941795	
DSTYK		0.8938121	
CHIC2		0.89375216	
SCTR		0.8926216	
ARHGAP22		0.89160436	
GABARAPL1		0.88990563	
GNPDA1		0.8893873	
NAPEPLD		0.8892479	
ASCC3		0.8892171	
TSPAN11		0.8887599	
SCML2		0.88836944	
VEZT		0.888355	
KLHL7		0.8880958	
CCDC22		0.8877179	
ATF6		0.8876105	
DPM2		0.88751507	
ZBTB8OS		0.88741964	
KCNK3		0.8869444	
NDUFAF6		0.8858923	
C1QTNF5		0.8856867	
EIF1AX		0.8854616	
DICER1		0.8853095	
GNPDA2		0.8851854	
PAAF1		0.8840247	
MPP1		0.88380104	
COPS3		0.8833125	
KPNB1		0.88254154	
ABHD16B		0.88220596	
GEMIN8		0.8817063	
PARP8		0.88165534	
RNF20		0.88091874	
EGLN3		0.88085914	
SPTB		0.88039976	
HOOK3		0.8786519	
TUSC2		0.87848556	
EPN1		0.8782697	
TRNP1		0.8778334	
F2		0.8776151	
CDKAL1		0.8771989	
MFAP3		0.8762974	
DCLRE1A		0.8762761	
ATG4D		0.87398845	
MAGEE2		0.8733674	
TLR3		0.87286323	
PPME1		0.87252104	
CKAP2		0.87244743	
NMI		0.8720051	
ZNF438		0.8717319	
PGRMC1		0.87156373	
GNB1		0.87133604	
FKBP4		0.87094665	
CAPN7		0.870903	
DERL1		0.8705504	
ANP32A		0.86978203	
SMC1A		0.8697686	
RNF169		0.8696335	
BTBD9		0.8695367	
PLIN4		0.8693865	
CNTNAP2		0.8687569	
ROGDI		0.86826545	
OXER1		0.86826056	
CMPK2		0.8678735	
GANAB		0.8673942	
SOSTDC1		0.86566556	
C16orf46		0.8654885	
AMBRA1		0.86507195	
SLC35A4		0.86470747	
SRPK2		0.8646785	
SUCLA2		0.8643052	
TRAPPC11		0.8637779	
MAF1		0.8637542	
NDUFA1		0.86351687	
RHOU		0.8635068	
TMEM209		0.8634357	
PPCS		0.8626674	
GGACT		0.86228806	
SESN3		0.86186755	
FCGR3A		0.8612883	
COXFA4L2		0.8610599	
LYRM2		0.860995	
NBAS		0.8606665	
RBBP8		0.86040485	
N4BP3		0.85948753	
COG2		0.8583222	
ADAM22		0.8582314	
GALNT12		0.85791755	
ARHGEF33		0.85753477	
PHLPP2		0.8570314	
BSN		0.85656464	
CDK8		0.8560473	
RGS4		0.8559682	
LARP1B		0.8552608	
ENOPH1		0.855163	
ZFAND5		0.8549302	
GNAO1		0.8547418	
B4GALT5		0.85408455	
UBA3		0.8538951	
ZBTB39		0.85385287	
GPBP1		0.85338646	
EHBP1L1		0.8528001	
EID2		0.85223216	
TNFAIP8L1		0.8519541	
ADCY2		0.8519413	
PRUNE2		0.85188746	
ZDBF2		0.8513223	
PACS1		0.85110104	
MLF2		0.8510727	
VDAC2		0.8507097	
MAP1B		0.85061437	
VDR		0.84999996	
DHRS4		0.8497884	
EFNB2		0.8495361	
ZNF397		0.8494934	
DHPS		0.84938586	
SEMA7A		0.84930533	
AKT3		0.8488783	
ACLY		0.8488278	
STIM1		0.84842587	
RAB35		0.8476135	
BAALC		0.84731346	
ADIPOR1		0.847185	
MTMR6		0.84689105	
UTP14C		0.84683245	
ADARB1		0.8468057	
UBE3C		0.8464007	
AKNA		0.84624195	
ACTG1		0.8455621	
PRRT3		0.8452654	
NCEH1		0.8452367	
MYO18A		0.8452045	
SNX19		0.84494996	
LMBRD2		0.8442509	
MTMR1		0.84304994	
RRP7A		0.8425474	
ORC1		0.8422025	
SYTL2		0.84203005	
ENTPD4		0.84168977	
NAA15		0.84149104	
USP20		0.8413267	
ZNF503		0.84083194	
SPINK5		0.84044856	
POLR2B		0.8398543	
PHKB		0.83920044	
NCOA1		0.83891773	
NR3C1		0.8387012	
SGPP2		0.8381599	
KCTD14		0.83815753	
DDX1		0.83792394	
UBA1		0.8378976	
MIPOL1		0.83764493	
USP46		0.8375869	
B4GALT6		0.83703715	
MTM1		0.8369497	
ING2		0.83691734	
ZDHHC17		0.8364177	
OXGR1		0.83532125	
GNAI2		0.8346479	
CMPK1		0.8336977	
MARCKSL1		0.8334626	
CHSY3		0.8327424	
FMN1		0.8326823	
CDC73		0.8326315	
NCOA7		0.83185405	
NCSTN		0.83147866	
HSPE1		0.8311063	
ENKD1		0.83088833	
BTF3L4		0.8303274	
RNF38		0.8296562	
RNF103		0.8294227	
TAS1R1		0.8289083	
ZBTB10		0.8281185	
ZDHHC23		0.82796115	
CHST14		0.8273838	
HSPA13		0.8273586	
ALDH3B1		0.8266595	
DHFR		0.8263953	
CIAPIN1		0.82609665	
ZNF804A		0.8259145	
TMEM135		0.8255219	
PLXDC2		0.825206	
ACVR1C		0.8248921	
GMCL1		0.824584	
MAP2K5		0.82436574	
C5		0.8239764	
TMEM50B		0.8238833	
SOCS5		0.82378507	
GNS		0.8233641	
NKAPL		0.8233612	
CABLES2		0.8230972	
BCL11B		0.82258004	
HDHD2		0.82199615	
GHITM		0.82190406	
ABHD6		0.8218401	
ZNF627		0.82169956	
SNX31		0.8216701	
MAPKAPK3		0.82157034	
DHRS11		0.82098466	
KCNG3		0.8209805	
TOM1		0.8208855	
RAPGEF1		0.82070684	
XPO6		0.8206457	
SERTAD4		0.82042855	
GFAP		0.819291	
SMIM15		0.819109	
ADHFE1		0.8183673	
CNTN1		0.8181694	
CNOT8		0.8179738	
KLHL12		0.81794196	
CGREF1		0.8167665	
MYEF2		0.8157842	
PPP2R3C		0.81552064	
BCL7B		0.8144866	
TPPP3		0.81368726	
SLC8A3		0.81347895	
PTPN5		0.81320727	
GLRX5		0.8130085	
LLGL1		0.81276155	
NAP1L5		0.81261	
HHIP		0.8122752	
CP		0.81221503	
IGSF9B		0.8111766	
ARHGAP19		0.8109664	
HARS2		0.8105948	
RPUSD2		0.809339	
ACSL1		0.8084838	
ADCK1		0.8082787	
TPPP		0.8072833	
UBE2E3		0.8066742	
MPDZ		0.8066535	
VSTM2L		0.8066526	
FBXL4		0.8062014	
POLR3A		0.8061739	
DCTN6		0.80591834	
DIRAS3		0.8057705	
SNRNP200		0.80557346	
UBR1		0.8051031	
PLA2G5		0.80486876	
KLHL29		0.8044122	
FZR1		0.8043512	
SPC24		0.804314	
NGRN		0.8042745	
DYNLL1		0.80362767	
TRAPPC10		0.803584	
CHID1		0.8035179	
APLP2		0.80334526	
FBXL19		0.8031731	
GTF2B		0.8025224	
UBXN6		0.80249345	
TAX1BP1		0.80217975	
PDGFB		0.8016495	
DRG1		0.80051994	
LIPG		0.80044246	
ZEB2		0.8001988	
SEPHS2		0.80001086	
PDE1B		0.79994375	
SATB2		0.7988942	
LGR6		0.79799587	
STIL		0.79773694	
KBTBD8		0.7977137	
POSTN		0.79746836	
ZNF398		0.79683656	
MUL1		0.79671156	
ZNF165		0.7959875	
TEX2		0.7959644	
REP15		0.7953349	
TATDN1		0.79523313	
SNX2		0.7951907	
MCM8		0.79477	
BTNL8		0.7945442	
SNRPE		0.79384816	
HDDC2		0.793479	
MPL		0.7928435	
ACTR2		0.792612	
ADAM23		0.792509	
STX12		0.7918805	
SSH1		0.7917967	
SLCO3A1		0.79147273	
PSMF1		0.79067874	
AASDHPPT		0.7901416	
PPP1R11		0.79011655	
DTX4		0.78991866	
RAPGEF3		0.7896869	
OSBPL10		0.7896697	
CPSF2		0.78929406	
SH2B3		0.78910744	
ACBD6		0.7889226	
EPOR		0.7888886	
ZNF770		0.7888344	
ACVR1B		0.788552	
TOMM7		0.78848207	
ZBTB3		0.78795165	
STARD13		0.78759366	
CTSD		0.7875414	
FLYWCH1		0.78747356	
ANKRD34B		0.78723544	
ATG13		0.7869929	
SYNPO2		0.7867338	
SYNM		0.78578365	
TMEM201		0.7856774	
PLXNB3		0.7855581	
TRIM45		0.7850137	
PIGA		0.78494495	
EXT2		0.7844532	
TIMP2		0.78340167	
TTC21B		0.7829329	
ZNF334		0.7820797	
SLC6A11		0.782065	
CREBL2		0.7819654	
STX17		0.7815737	
GOLGB1		0.7813796	
OTUD6B		0.78059065	
ATRX		0.78042316	
PRDX6		0.7804231	
RAB3GAP2		0.77976894	
TINF2		0.77970713	
UBE2D3		0.77907133	
ABCA5		0.77847934	
MED18		0.77837354	
PPP4R2		0.7776556	
DCC		0.7775013	
CRLF1		0.7773846	
LOXL1		0.77685326	
POLD2		0.7764592	
IPO5		0.77619433	
DDX23		0.77517724	
TTC27		0.77464	
TMEM101		0.77235055	
UBFD1		0.7722276	
MPP7		0.77219254	
MRPS12		0.7720496	
FBXO9		0.77147186	
KLHL13		0.7707325	
FREM3		0.77071154	
SRP68		0.77061486	
PARD6B		0.7705293	
RAB11FIP1		0.77001023	
SHISA9		0.76916254	
CDH8		0.769155	
DPP8		0.76899105	
AKT1		0.7688073	
METAP1		0.76838034	
CAPN1		0.7683702	
SPAST		0.7682614	
TP53INP2		0.7682581	
DBNDD1		0.7681371	
SAP30		0.7680824	
SDHAF1		0.76793635	
AKTIP		0.7676128	
EIF2S3		0.76667863	
SESN1		0.766583	
KCND1		0.76652324	
UVRAG		0.76641995	
NLGN2		0.76614666	
ATP6V1G1		0.7654184	
PACSIN1		0.765111	
SNRNP27		0.7648816	
DHRS7B		0.76429015	
TTLL7		0.764245	
SP8		0.7640275	
MEF2A		0.7638481	
UCK1		0.76384676	
COX11		0.763504	
LRRC4B		0.7634207	
CYGB		0.76319367	
HIPK2		0.7625433	
PPM1A		0.7623474	
RBP5		0.76216394	
TRIM37		0.76106733	
CNKSR2		0.7601951	
PNOC		0.7601869	
NFE2L1		0.7601536	
ANP32E		0.7601525	
NRDE2		0.7599254	
B3GALT2		0.7595298	
SRP72		0.75873727	
URM1		0.758642	
VPS52		0.75847167	
CNTLN		0.75841403	
CHD7		0.75836635	
ZNF236		0.75835204	
CHIC1		0.75828886	
DBR1		0.75782895	
PEX13		0.756519	
ERGIC3		0.75624275	
RPRML		0.75615895	
CORO1C		0.7559538	
ELOVL4		0.7559208	
PUS7L		0.75571257	
MEAF6		0.75537753	
DFFA		0.7543588	
ACSL4		0.7541187	
ARL6		0.753887	
BCL7A		0.75357604	
GTF3C4		0.7534823	
NPC2		0.75345683	
TCF19		0.753353	
GLYR1		0.75326	
PCDHAC2		0.7527278	
CPAP		0.7519204	
SCAMP5		0.75188184	
EPB41L4B		0.7517303	
PLAG1		0.75158197	
TAB1		0.75078875	
OPCML		0.7500459	
NT5DC1		0.74957675	
TNKS		0.74956703	
NUDT21		0.74951816	
PRKAB2		0.7486369	
TRIP11		0.7481541	
HTR2C		0.7475859	
CSNK1G3		0.74757695	
SPINT1		0.7475186	
EIF4B		0.7463	
GAD2		0.74624085	
PIK3R2		0.74582094	
RCHY1		0.7457996	
MXI1		0.7457425	
PLEKHG3		0.74552274	
ZFYVE16		0.7453101	
SIGMAR1		0.7451015	
GMDS		0.7446988	
METTL14		0.743974	
DNAJA1		0.7439438	
HBQ1		0.7439231	
HMGN4		0.7436255	
FBXO28		0.74353	
SRD5A3		0.7434077	
ALKBH7		0.74322635	
MRPS33		0.7430413	
STUB1		0.74252194	
SEC23A		0.7419668	
ZNF526		0.7417073	
USP39		0.7409927	
RAB17		0.74028814	
CLCN5		0.74028736	
TOM1L2		0.74021906	
MAEA		0.7400697	
FAR2		0.7399304	
HECA		0.7398564	
KCNA2		0.73927325	
DENND1B		0.73914677	
CALCOCO1		0.7385292	
POLDIP2		0.7381297	
PSEN1		0.73800164	
DENND5B		0.7377033	
RCOR3		0.73766255	
STK11IP		0.7373662	
TNFRSF11B		0.737131	
TRIM44		0.73649055	
YPEL5		0.7362305	
TAB3		0.73511857	
ZHX1		0.7349312	
TDRD6		0.73464906	
WWC3		0.73381174	
ZDHHC20		0.73344916	
IL20RA		0.7330952	
PI4KB		0.73247606	
KRABD2		0.73201	
ZBTB33		0.7314779	
PPP2R5D		0.7307744	
NFKBIB		0.7305238	
MTHFD1		0.73046714	
RTP1		0.72971493	
CETN3		0.72864085	
RBFOX3		0.7285257	
FGFR3		0.72808105	
DQX1		0.7278746	
IRGQ		0.72766817	
SYNE4		0.7273901	
PFDN1		0.7272863	
CDK18		0.7272065	
HIBADH		0.72706634	
JAK1		0.72699916	
CCT4		0.72563446	
ROBO1		0.72476125	
TMEM248		0.7246779	
LIFR		0.72433317	
SMURF1		0.7242685	
TMPRSS5		0.7242195	
PIR		0.724075	
TNFAIP6		0.7230247	
CCNO		0.7227968	
ARL10		0.7221525	
PPP1R3D		0.7221446	
BTG4		0.72129494	
PTPRN		0.7205874	
C4orf46		0.72047496	
RAD1		0.7203742	
SESTD1		0.72020173	
NEUROD2		0.720028	
CYP2R1		0.71964383	
MEA1		0.71923006	
LASP1		0.7188126	
TDRP		0.7183345	
KCNQ3		0.71800905	
PINK1		0.71765834	
CDC37		0.7173346	
ADRA2B		0.7170758	
APTX		0.71683586	
GALR3		0.7162514	
OTUB1		0.7162128	
SSTR3		0.7154541	
SMARCB1		0.7150484	
LGALSL		0.7146179	
SCN1A		0.7144414	
HSP90B1		0.7137855	
ZNF460		0.71351147	
OXR1		0.7134388	
BCL9		0.71341324	
KIF27		0.71315354	
COL5A3		0.7129608	
GOLGA7B		0.7127432	
LRPPRC		0.7122948	
NFYB		0.7122149	
ENOX2		0.7120001	
ARCN1		0.7116585	
